title,user,talk_type,description,icon_url,twitter_id,detail_url,talk_date,talk_site,is_adopted,video_url,slide_url
iOSで簡単に使えるML系サービス,Satoshi SUZUKI,15m,"昨今、ML や AI へのビジネス的な需要は高まる一方です。
しかしながら、それらの基盤を自分たちでゼロから準備しメンテナンスし続けることは大変な重労働であり、さらにその事自体はビジネス的に本質的な価値を創造することではありません。
本セッションでは、それらの基盤やサーバーサイドを可能な限り意識せずに AWS のフルマネージドサービスを活用して ML/AI を組み込む iOS アプリケーションの開発を、ML/AI の専門的知識がなくても簡単に始める方法ご紹介します。",https://fortee.jp/files/iosdc-japan-2019/speaker/cf38f63e-e20d-4a8f-9b6b-5ec94e156731.jpg,studio3104,https://fortee.jp/iosdc-japan-2019/proposal/d5bf3659-13ec-40be-9cb8-8facf1415226,,,False,,
自前実装でサポート外の3Dモデルを読み込もう,たなたつ,15m,"SceneKit や Model I/O は標準でいくつかのフォーマットをサポートしており、それらの機能を使うことで数行で 3D モデルを読み込むことができます。
しかし、サポートされているフォーマットの数はかなり少なく、glTF 等の流行りのフォーマットを標準で扱うことはできません。

そこでこのトークでは

- そもそもどうやって 3D モデルが画面に表示されているのか
- どのように SceneKit に対して 3D データを渡せばよいのか

などの、自前で 3D モデルを読み込むために必要なノウハウを紹介します。

来たる AR/VR 時代を前に、3D プログラミングの理解を深めませんか？",https://fortee.jp/files/iosdc-japan-2019/speaker/76790564-fd96-4047-a364-93ba189abd83.jpg,tanakasan2525,https://fortee.jp/iosdc-japan-2019/proposal/a88b3400-8f1a-4a22-af2e-e64f8321ca8c,,,False,,
AR Quick Lookを家具ECサイトに導入した話,NESS,LT_R,"iOS12からAR Quick Look機能が搭載されました。
AR Quick LookはUSDZファイルを設置するだけでSafari等のアプリで3DモデルをAR表示することが出来ます。
ハードウェアやARKitの進化によりARの体験も確実に向上しています。
USDZファイルをサイトに設置することでその恩恵を受けつつユーザー体験やコンバージョンを向上させましょう。
このトークでは、家具ECサイトに導入した事例を元にAR Quick Lookの概要、3Dモデリング、Tips、効果等を紹介します。",https://fortee.jp/files/iosdc-japan-2019/speaker/9c62f870-d2d9-4cad-9b03-8ce29516ad2e.jpg,nesskazu,https://fortee.jp/iosdc-japan-2019/proposal/03ae470b-93aa-43d7-aa40-b8cfd945bce1,,,False,,
re: SwiftCheck で始める Property-based Testing,Yusuke Hosonuma,15m,"try! Swift 2019 TOKYO では「SwiftCheck で始める Property-based Testing」というタイトルで、Property-based Testing というテスト手法と SwiftCheck という OSS について解説しました。

20分という時間のなかで話せなかった部分もあるので、そうした部分の補足を入れつつ、より多くの方に聞いていただけるように「改善版」という形でトークをさせていただこうと思います。
https://speakerdeck.com/yusukehosonuma/property-based-test-beginning-with-swiftcheck

考え方を知っておくだけでも強力な「Property-based Testing」、あなたも始めてみませんか？",https://fortee.jp/files/iosdc-japan-2019/speaker/be37b116-dfaa-4dc0-b9dc-c066d0638ae0.jpg,tobi462,https://fortee.jp/iosdc-japan-2019/proposal/a8a23351-d77b-4501-80c9-3f07e9286e41,,,False,,
画像処理における、UIImageとCGImageとCIImageの効果的な使い分け,栗山徹,15m,"UIImage、CGImage、そしてCIImageは、いずれも画像情報を保持するためのクラス(以下、画像クラス)ですが、皆さんはこの3つのクラスの特徴を理解して使っていますか？

Web APIで取得した画像を縮小して表示できればよい、といった単純な要件であれば、何も考えずにUIImageを使うだけでも済みますが、リアルタイム処理や複雑な画像処理などのより高度な要件においては、特徴を知らずに使ってしまうと余計な処理を書いてしまって最悪性能低下を招くことになってしまいます。

本セッションでは、UIImage / CGImage / CIImageの各画像クラスの特徴を解説しながら、これら3つのクラスの画像処理における使いどころについてご紹介します。

また、OpenCVなどの画像処理ライブラリとの連携を考慮した画像クラスの使い方や、私が業務で実際に画像処理の性能改善に成功したエピソードもご紹介します。

本セッションが普段何気なく使っている画像クラスについて改めて考えるきっかけとなれば幸いです。

- 発表内容アジェンダ
  1. UIImageとCGImageとCIImageの概要や特徴
  2. 特徴を踏まえた各画像クラスの使いどころ
  3. OpenCVなどの画像処理ライブラリとの連携を踏まえた画像クラスの使い分け
  4. 業務で実装したリアルタイム画像処理の処理性能を改善した体験談",https://fortee.jp/files/iosdc-japan-2019/speaker/28aa5805-bf54-4d46-91f0-a5e860c38dde.jpg,kotetu,https://fortee.jp/iosdc-japan-2019/proposal/3c30c4b4-a647-4198-8e8c-e8100293ee93,,,False,,
Parameterized Test を始めよう！,Yusuke Hosonuma,LT,"事前にテストデータを列挙することで、可読性のよいテストを実現する「Parameterized Test」という考え方があります。

iOS / Swift においてはあまり一般的に広まっていませんが、他の言語では比較的多く取り入れられており、とくにGoでは「テーブル駆動テスト」という名前で一般的な書き方となっています。

本トークでは、Parameterized Test の考え方から Swift における記述方法、そしてそれを簡単に利用できる OSS （拙作）についても紹介します。",https://fortee.jp/files/iosdc-japan-2019/speaker/be37b116-dfaa-4dc0-b9dc-c066d0638ae0.jpg,tobi462,https://fortee.jp/iosdc-japan-2019/proposal/265bdafa-f028-4ce8-af5d-ab9c37d6fed2,,,False,,
機械学習初心者がML-Agentsに入門してみた,@henteko07,LT,"機械学習の環境を簡単にUnity上で構築することができ、iOSでも学習結果を使用できるUnity ML-Agentsを、機械学習ど素人が入門してみた話をします。
機械学習を始める上で""一番重要""な、機械学習を使う環境を整える所を重点的に説明しますので、このトークを聞いた人はその後すぐにML-Agentsを使い始められるようになります。
具体的な環境を整える方法としては、Dockerとdocker-composeを使って環境を整えていきます。
是非このトークを聞いて、ML-Agentsに入門してみてください。",https://fortee.jp/files/iosdc-japan-2019/speaker/b12d81c3-982b-4ff5-97bd-e2d1662ff12b.jpg,henteko07,https://fortee.jp/iosdc-japan-2019/proposal/cf8245fb-a2ec-41f7-b4bb-be176737e0e7,,,False,,
Kickstarter iOS のコードを本気出して読んでみる。,Yusuke Hosonuma,15m,"OSSとして公開されている Kickstarter の iOS アプリは、MVVM＋Reactive Programming の実践的な例として非常に有名です。
https://github.com/kickstarter/ios-oss

iOSアプリ開発者なら、ほとんどの方がこの OSS の存在を知っており、必要に応じて参考にしようと思っているはずです。

一方で、関数型プログラミングなどを始めとして高度なテクニックも多く使用されており、初見でこのコードを参考にしようとしても難しく感じる方も多いのではないでしょうか。

本トークでは、Kickstarter iOS のプロジェクト構成から始まり、どのように処理が実装されているのかを具体的に紐解いて、解説していきます。

Kickstarter iOS のコードを自力で読み解けるようになるのが、本トークのゴールとして目指すところです。",https://fortee.jp/files/iosdc-japan-2019/speaker/be37b116-dfaa-4dc0-b9dc-c066d0638ae0.jpg,tobi462,https://fortee.jp/iosdc-japan-2019/proposal/989c7df5-92cc-464e-aa96-14276ea98c5b,,,False,,
フロー同期とオブザーバー同期で理解するアーキテクチャパターンと、パターンから一歩進んだ設計,花芽尋かすみ,15m,"MVC, MVP, MVVM, CleanArchitecture, Flux, Redux, etc...などのアーキテクチャパターンに対する議論が一旦の落ち着きを見せる2019年。

それぞれのパターンの違いとして状態の保持の仕方・データフローの制約・レイヤー分け・様々な違いが語られると思いますが、
その中であまりスポットの当たらない話にデータの同期方法の違いがあります。

データの同期方法にはフロー同期とオブザーバー同期という2つの同期方法があり、アーキテクチャパターンによって採用している方法が異なります。
同期方法の違いによってデータの受け渡しやコードの書き方のお作法も変わってきます。
書き方の違いがあれば、読みやすさの違いやそのコードに込める意図の違いなどにもつながる話になります。

このトークではフロー同期とオブザーバー同期という2つのデータの同期方法の違いから、アーキテクチャパターンの違いを説明します。
また、アーキテクチャパターンにとらわれずに、もう一段具体的な話として「このシチュエーション、このデータ同士の場合にはこの同期方法を選択するとよい」などの話もします。",https://fortee.jp/files/iosdc-japan-2019/speaker/6c6708db-a2d3-4ed2-9cbe-b041a600c989.png,kagahiro_kasumi,https://fortee.jp/iosdc-japan-2019/proposal/f98e8099-cd51-44d2-a303-91ac9c32e282,,,False,,
Swift Package Manager を利用してテスト実行サイクルを高速化する,Yusuke Hosonuma,LT,"テスト駆動開発（TDD）をうまく進めるためには、Red → Green → Refactor のサイクルをすばやく回すことが大切とされています。
この一連のサイクルをリズムよく回していくことで、自信をもって開発を進めていけると言っても過言ではありません。

しかし、現時点におけるiOSアプリ開発においては、テスト実行のためにはシミュレータが必須となっています。

1. シミュレータを起動し
2. アプリがシミュレータにインストールされるのを待機し
3. ようやくテストが実行されます

本質的にほしいのは、3.のテスト実行のみであり、実際Androidアプリ開発においてはJVMのみで実行することが可能となっています。
1.と2.の時間は、高スペックなマシンを利用すれば改善しますが、それでも快適なリズムで開発するためにできるだけ短くしたいはずです。

本トークでは、Swift Package Manager を利用して、本質的に必要な 3.のテスト実行のみで完結させる方法について解説します。",https://fortee.jp/files/iosdc-japan-2019/speaker/be37b116-dfaa-4dc0-b9dc-c066d0638ae0.jpg,tobi462,https://fortee.jp/iosdc-japan-2019/proposal/eead70e0-c221-4aed-9625-72bb03febf1a,,,False,,
"Write the ""code"", Change the world. 〜エンジニアと法律〜",niwatako,LT,"iOSエンジニアが転生してブロックチェーンエンジニアになりました。
と思いきや、私はいま、暗号資産関連の法改正に向けて、法律を学び、調査報告や提言、要望を作成しています。
これは、アプリケーション開発の前の、開発環境構築の前の、社会環境構築です。
プログラムも法律も""Code""です。どちらも世界を変えるものでしょう。
Write the ""code"", Change the world.
日本は民主主義です。ソースコード以外にも、私達が世界を変えるためにコミットできるコードがあります。
Coinhiveやアラートループが逮捕されるこんな時代だからこそ、私達がすべきコミットがあるのではないでしょうか。",https://fortee.jp/files/iosdc-japan-2019/speaker/fbdfd13d-531d-48fd-a83a-9c2fda361733.jpg,niwatako,https://fortee.jp/iosdc-japan-2019/proposal/7b99f91a-25e0-4d9c-b05f-fec111c11693,,,False,,
メディアアプリの計測Tips,樋口雅拓,LT_R,計測は重要です。レポートを作成することで、運営による改善が可能となります。また、計測した指標で運営できるようになったら、機械に置き換えて効率化を行う事ができます。ハマりやすい「CTR」、「読了率」、「WebView」、「A/Bテスト」の計測Tipsを共有します。,https://fortee.jp/files/iosdc-japan-2019/speaker/11bd93dd-88ea-4f50-b5f5-2d296d7755e6.png,mahiguch1,https://fortee.jp/iosdc-japan-2019/proposal/4026e424-46e8-4b00-a987-9cf7ac61951b,,,False,,
Firebase A/B Testingを使ってサーバ側をA/Bテスト,樋口雅拓,LT_R,Firebase A/B Testingは、色や形などデザインについてA/Bテストする事例をよく見ます。しかしRemoteConfigの値を変更できるため、それ以外にも応用可能です。 サーバのデータ取得APIのA/BテストをFirebase A/B Testingを使ってやってみた事例を発表します。,https://fortee.jp/files/iosdc-japan-2019/speaker/11bd93dd-88ea-4f50-b5f5-2d296d7755e6.png,mahiguch1,https://fortee.jp/iosdc-japan-2019/proposal/248038af-97f3-4046-8b46-586bfbbc39c5,,,False,,
RecommendWidget開発,樋口雅拓,LT_R,"RecommendWidgetとは、メディアアプリの記事下に付いているオススメ記事と広告をセットにしたものです。 オススメ記事はRecommendEngine、広告は広告システムから取得しています。
既存のRecommendWidgetを使っていたが、思ったほど成果が上がりませんでした。じゃあ、内製化するか！軽い気持ちで始めたら、想定外の要件が発生。同じ罠にハマる人が減るように、経験を共有します。",https://fortee.jp/files/iosdc-japan-2019/speaker/11bd93dd-88ea-4f50-b5f5-2d296d7755e6.png,mahiguch1,https://fortee.jp/iosdc-japan-2019/proposal/69d1c9f6-b54d-4cb7-a8a1-71ad58474234,,,False,,
チームで設計力を上げる！組織で学び、学習速度をn倍にした開発プロセス,福尾幸太郎,LT,"アプリの設計本が出版されたり、アーキテクチャの話が話題に上がることが多く見受けられる今日この頃。
設計に関してはすでにGoFのデザインパターンやSOLID原則をはじめ様々な設計パターンが存在します。

しかしその一方で、現実にはそのパターンや考え方を知っていたとしてもうまく適用できなかったり、適用箇所に気が付かなかったり、その他の要因によって設計の難しさは増加します。
また設計は経験や引き出しの多さ、ときにはひらめきなどによっても変わってきます。

では僕たちはどのようにして設計力を身につければ良いのでしょうか？
どのようにしたらベストな設計に近づくことができるのでしょうか？

そこで本トークでは実際に僕らのチームで行っている「設計レビュー」について説明し、どのようにしてチームで設計力を上げたかをお話します。",https://fortee.jp/files/iosdc-japan-2019/speaker/ac3c9f65-a1b4-410d-8928-6cba4b9aed24.jpg,haptaro,https://fortee.jp/iosdc-japan-2019/proposal/520335fa-8656-45ed-a5f7-2acd8e38c307,,,False,,
チームで設計力を上げる！組織で学び、学習速度をn倍にした開発プロセス,福尾幸太郎,15m,"アプリの設計本が出版されたり、アーキテクチャの話が話題に上がることが多く見受けられる今日この頃。
設計に関してはすでにGoFのデザインパターンやSOLID原則をはじめ様々な設計パターンが存在します。

しかしその一方で、現実にはそのパターンや考え方を知っていたとしてもうまく適用できなかったり、適用箇所に気が付かなかったり、その他の要因によって設計の難しさは増加します。
また設計は経験や引き出しの多さ、ときにはひらめきなどによっても変わってきます。

では僕たちはどのようにして設計力を身につければ良いのでしょうか？
どのようにしたらベストな設計に近づくことができるのでしょうか？

そこで本トークでは実際に僕らのチームで行っている「設計レビュー」について説明し、どのようにしてチームで設計力を上げたかをお話します。",https://fortee.jp/files/iosdc-japan-2019/speaker/ac3c9f65-a1b4-410d-8928-6cba4b9aed24.jpg,haptaro,https://fortee.jp/iosdc-japan-2019/proposal/5808279f-28b4-436f-8f0a-d1279465f681,,,False,,
しくみから理解するSwiftUI,Kazumasa Kumamoto,15m,"SwiftUIの登場で、まるで魔法のようにシンプルな形で、UIを記述することが可能な時代が訪れようとしています。

しかしSwiftUIは、本当に「なんだかよく分からない魔法」なのでしょうか？

いいえ、れっきとしたSwiftのコードです。

このトークでは、

* some View や VStack/HStack が動くしくみ
* @State や @Binding が動くしくみ

など、一歩だけ踏み込んで、なぜ SwiftUI が動くのかを一緒に紐解いていきましょう。

これらを理解することで、SwiftUIをより自信を持って使えるようになれるようなお話をしたいと思います。",https://fortee.jp/files/iosdc-japan-2019/speaker/cb8a25e4-b688-47cd-8836-e2bb313b13fa.jpg,kumamo_tone,https://fortee.jp/iosdc-japan-2019/proposal/e658773d-8ee7-4f8a-a159-082085111298,,,False,,
勉強会の名札を作る,Kazumasa Kumamoto,15m,"「Twitterのアイコンは分かるんだけど、顔が覚えられない…」

ということが、インターネットに生きていると、しばしば起こります。

勉強会などで名札を用意してくださる場合もあるのですが、
名刺サイズの大きさのことが多く、
立ち位置によってはよく見えないという課題がありました。

また、業者に依頼すればきれいで大きな名札を作ることもできるのですが、
コストがかかりすぎるため、普段のイベントではやや大げさになってしまいます。

そこで、ある勉強会で、実験的に大きなアイコン付きの名札を作るため、
Mac上で動く自動名札作成アプリを、PDFKitを使って自作してみたところ、
アンケート上では良い反応を得ることができました。

このLTでは、名札づくりをはじめ、
継続的に勉強会を運営をしていて直面した課題、得られた知見、Tipsなどをお話します。",https://fortee.jp/files/iosdc-japan-2019/speaker/cb8a25e4-b688-47cd-8836-e2bb313b13fa.jpg,kumamo_tone,https://fortee.jp/iosdc-japan-2019/proposal/69baf97c-0c14-4963-838b-f776a853f711,,,False,,
勉強会の名札を作る,Kazumasa Kumamoto,LT,"「Twitterのアイコンは分かるんだけど、顔が覚えられない…」

ということが、インターネットに生きていると、しばしば起こります。

勉強会などで名札を用意してくださる場合もあるのですが、
名刺サイズの大きさのことが多く、
立ち位置によってはよく見えないという課題がありました。

また、業者に依頼すればきれいで大きな名札を作ることもできるのですが、
コストがかかりすぎるため、普段のイベントではやや大げさになってしまいます。

そこで、ある勉強会で、実験的に大きなアイコン付きの名札を作るため、
Mac上で動く自動名札作成アプリを、PDFKitを使って自作してみたところ、
アンケート上では良い反応を得ることができました。

このLTでは、名札づくりをはじめ、
継続的に勉強会を運営をしていて得られたちょっとしたTipsをお話します。",https://fortee.jp/files/iosdc-japan-2019/speaker/cb8a25e4-b688-47cd-8836-e2bb313b13fa.jpg,kumamo_tone,https://fortee.jp/iosdc-japan-2019/proposal/a8e63191-59d5-42dd-800c-80546cff827b,,,False,,
Dark Mode対応と色管理,Kazumasa Kumamoto,15m,"iOS13 から、OSの見た目に Dark Mode が選択できるようなりました。

Dark Mode への対応は必須ではなく推奨という位置づけですが、
Dark Mode に正しく対応して色管理することで、
色の指定のし忘れや、変更し忘れに強い形にリファクタリングすることができます。

これを機に、色管理のしかたを見直してみませんか？

このトークでは、

* Dark Mode への対応の方法
* 色の管理のしかた
* Sketch との連携
* どうしても iOS10 を切れないときに使えるTips

などをお話しします。",https://fortee.jp/files/iosdc-japan-2019/speaker/cb8a25e4-b688-47cd-8836-e2bb313b13fa.jpg,kumamo_tone,https://fortee.jp/iosdc-japan-2019/proposal/db45acf7-8c99-428b-98c8-fca635c4dc4c,,,False,,
Bagelを使ってチームでお手軽ネットワークデバッキング！,平野哲也,LT,"こんな経験はありませんか？
ある日、QAさんから「表示がおかしい」とバグ報告がありました。
しかし、アプリの画面を見るだけでは何が起きているのかわかりません…
再現が難しい場合は問題の切り分けに格闘することになります。

そんな時は、このトークで登場するBagelで不具合が発生した端末の通信結果をみれば
問題の切り分けがすぐにできます。

BagelはiOSの通信のリクエストやレスポンスを監視することができる
オープンソースのMacアプリです。
このトークではBagelとCharlesなど他のツールと比較し、
Bagelの導入の仕方、Bagelならではの通信デバッグTipsをお話しします。",https://fortee.jp/files/iosdc-japan-2019/speaker/4d496e74-91d8-4af6-be5c-46aea3007532.png,hiranodept,https://fortee.jp/iosdc-japan-2019/proposal/5237bb0c-6018-4993-8d1d-ddce8e123e87,,,False,,
iOSDCのプロポーサル判別器をつくろう,Daiki Matsudate,LT,"今年もiOSDCのプロポーサルを考える季節がやってきましたね。一人でたくさん応募できるので、たくさん書くぞ！と息巻きます。かといって、たくさん出すのは骨が折れます。もし、採択されるかどうか事前にわかれば…？

このトークでは、iOSDC4年分のプロポーサルを使って、判別機を作成し、実際に採択されるか判別してみます。",https://fortee.jp/files/iosdc-japan-2019/speaker/3e8e4b99-1c45-4ca3-a1b9-945778a76795.jpg,d_date,https://fortee.jp/iosdc-japan-2019/proposal/f48c494e-0ae2-468b-bb8e-57fcef43e499,,,False,,
おじさんだってkawaiiしたい！！！,sachi_p,iOS,"「バ美肉おじさん」という存在を知っていますか？
耳馴染みのない方は「よくわからない名詞」+「おじさん」というパワーワードに困惑すると思います。

「バ美肉」とはバーチャル美少女受肉の省略形であり、バーチャル世界で活動するための2Dまたは3Dの美少女アバターを得ることです。
そして、「バ美肉おじさん」とはバーチャル美少女受肉を果たしたおじさんのことを指します。

見た目は美少女、声はおじさんで活躍していらっしゃる方もいますが、
自力で女声を出したりボイスチェンジャーを使ったりして声まで完全にkawaii化を果たしたおじさんもいます。

さて、この「バ美肉おじさん」ですが、美少女になりたいと日々願う私にとって夢のような存在でした。
早速、手持ちのボイチェンを取り出して試してみるのですが、まさかそんな安々と美少女ボイスが手に入るわけｎ

「あれ…？？？自分って思ったよりかわいい…？？」

原体験です。Welcome to ようこそ沼。
しかし、既存のボイチェンを使い続けるうちに満足できない自分がいることに気付きます。
ですが、我々はエンジニア。既製品で解決できないのであれば、自分で作ればよいのです。

ということで「Gachikoe!」というPC向けのボイチェンを作りました。
https://twitter.com/sakurane_sachi/status/1098209948830330880

このトークはkawaiiを求めた限界おじさんがGachikoe!を作り続けるための道のり(全12話)のディレクターズカット版です。
- なぜkawaii目指すのか
- Gachikoe!で目指した世界
- 就職しても開発を続けるためにしたこと
- クロスプラットフォーム（Windows/Mac/Linux）対応させる話",https://fortee.jp/files/iosdc-japan-2019/speaker/b6579b43-2a32-447a-9e60-eb955d2f20f2.jpg,sakurane_sachi,https://fortee.jp/iosdc-japan-2019/proposal/e800f3f6-deac-46b3-b129-60716c517d11,,,False,,
突然ですが、あなたには今からiOSエンジニアになっていただきます。,sachi_p,LT_R,"みなさんがもしSwift未経験で、突然こう告げられたらどうしますか？
しかも、前任者は明日退職するので引き継ぎは1日だけ！
新機能の納期まで……1ヶ月！？
これを1人で！？

………出来らぁ！！！！！！！！！！

このトークは、知識も人手も前任者もない状況から
会社のiOSアプリメンバーの力を借りて、新機能リリースにこぎつけるまでの
激動の1ヶ月の物語です。",https://fortee.jp/files/iosdc-japan-2019/speaker/b6579b43-2a32-447a-9e60-eb955d2f20f2.jpg,sakurane_sachi,https://fortee.jp/iosdc-japan-2019/proposal/08cd488b-89b3-429d-97a4-9adc36bedcea,,,False,,
Edge Swipe以外のRedirectable UIなSwipe Back導入してますか？導入する際の注意点と解決策,荒木 敦,LT_R,"Edge Swipe以外で、途中で方向転換可能なSwipe Backを導入したことがありますか？
導入する時に注意しなければならない点が以下のようにたくさんあります。
そういうトラブルに自分が当たった時の解決策の例を解説します。
遷移先、遷移元でUINavigationBarの表示/非表示が変わる場合
遷移先、遷移元で下タブの表示/非表示が変わる場合
UITableViewCellをスワイプで削除できる場合
iOS10の場合
キーボードが表示される場合
無限スクロールで指が時計回りにスクロールしていた場合
MicroViewControllerでsetNavigationBarHiddenを複数使っていた場合
Swipe Backを禁止にしたい画面の場合
Peek & Popを使ってた場合
Swipe Back中にガチャガチャいろんな操作をした場合
UINavigationItemのsearchControllerを使っている場合
etc... 
たくさんいろんなバグを踏んだ時の解決法の例を紹介します。",https://fortee.jp/files/iosdc-japan-2019/speaker/ae8fd507-ddf6-42fb-b158-d3e9092a162a.jpg,applideveloper,https://fortee.jp/iosdc-japan-2019/proposal/7b1e99fd-ab5d-4496-bf3d-27b4ed067584,,,False,,
Swiftの知識を使ってC++の世界に飛び込もう,rikusouda,15m,"iOSアプリ開発者にとってC++を直接使う機会は少ないかもしれません。しかしiOSアプリとC++は全く無関係ではないと考えます。
iOSアプリではC++で記述されたライブラリを使うこともできますし、Objective-C++を用いてアプリ開発することもできます。またSwiftコンパイラやLLVMのソースコードにはC++で書かれた部分もあります。

C++を知ることは、普段開発しているアプリがどのように動作しているのかをより深く調査するための足がかりとなります。

このトークでは、すでにSwiftを知っている人向けにC++の動作をSwiftに例えながら、Swiftと違う部分や自己学習すると戸惑いそうな部分にフォーカスを当てて解説します。このトークのゴールは「C++とSwiftにはこのような違いがある」ということを理解し、学習のための足がかりを構築することです。これを足がかりにC++の世界に飛び込みましょう。",https://fortee.jp/files/iosdc-japan-2019/speaker/1c56b174-74a5-4e81-839b-d139f0d61195.jpg,rikusouda,https://fortee.jp/iosdc-japan-2019/proposal/c39e331a-8c70-42ef-b58e-38f798f40295,,,False,,
iOSエンジニアならではのMacのベンチマーク観点,kanari3,15m,"一般的なMacのトータルベンチマーク、CPUスコアは公開されている通りですが
iOSエンジニアとしてコスパの良いMac選びの為、どのようなベンチマーク観点が必要かをまとめます。
iOSデベロッパベンチマークの標準化を目指したいです。

・一般的なスコアとの乖離
・CPUコア数の影響
・メモリは多い程良い？
・採用アーキテクチャによる差
・Xcodeのバージョンによる影響
・クリーンビルドの時間だけで判断できるか？
・CI/CDツールとの兼ね合い
・Macbook Proの物理的な仕様差についてのTips
・上長を納得させるためのノウハウ",https://fortee.jp/files/iosdc-japan-2019/speaker/35f809be-14e8-41b1-aa35-f52fcdd5f9fb.png,kanari3333,https://fortee.jp/iosdc-japan-2019/proposal/1c7dd94a-c4fd-4141-91fc-aa4c27871e2d,,,False,,
Amazon Pinpoint でユーザーに合わせたプッシュ通知を実現する,kiwi,LT,"プッシュ通知の配信といえば Firebase を思い浮かべる方が多いと思いますが、
AWS でも Pinpoint というサービスを使うことで、プッシュ通知のセグメント送信をすることができます。
さらに、 AWS Pinpoint では AWS Lambda を使ってセグメントをカスタマイズすることができるため、
ほかの AWS リソースのユーザー情報をもとに通知内容をユーザーごとに変更することまでできます。
また、ユーザーに複数のチャネルを割り当てることができるため、プッシュメールとプッシュ通知を使い分ける、といったことも可能です。

本 LT では、 Pinpoint を用いたプッシュ通知の配信から、こうしたユーザーごとのカスタマイズまでを扱います。
特に普段のアプリのバックエンドで AWS を活用しており、通知配信も AWS 内で行いたい方の参考になれば幸いです。",https://fortee.jp/files/iosdc-japan-2019/speaker/084ebfaf-8139-4b31-bd6e-baaebf4912d4.jpg,koga_wiwi,https://fortee.jp/iosdc-japan-2019/proposal/2c0d8d55-9ee0-4443-ad99-06385c3a22e6,,,False,,
Swift でサーバーレス !!,Kensuke Shimokawa,15m,iOSのバックエンドとして、Server Side Swiftを書く場合、SwiftのServer Side Frameworkを使って書くことが多いと思います。これらの Frameworkを使ってもクラウドサービスとの連携はもちろん可能ですが、サーバーレスでSwiftを動かすことで、クラウドサービスとのシームレスな連携ができます。今回はイベントドリブンにServerless Swiftを動かす方法を紹介します。,https://fortee.jp/files/iosdc-japan-2019/speaker/84ccc1a2-d82a-4d3c-9dbb-35677c739f8a.png,_kensh,https://fortee.jp/iosdc-japan-2019/proposal/ac1475bf-8001-4890-91cd-2c33efbffcab,,,False,,
ヴァイオリンの鑑定ができないのでCore MLを利用してそれっぽいことを言う,kanari3,15m,"元弦楽器屋が、あったらいいなを実現しました。
オールドの弦楽器の鑑定は難しく、プロの鑑定家でも即答できない場合が多々あります。
機械学習で、制作国・流派・年代などオピニオンの手助けになる情報を少しでも引き出します！

弦楽器ならではの難しさを聞くだけでも面白いと思います♪
・距離によって見え方が変わる
・裏板・表板が誤反応してしまう
・ラベルはf字孔からだと1枚絵として観測できない
・立体的な認識の絡む難しさ",https://fortee.jp/files/iosdc-japan-2019/speaker/35f809be-14e8-41b1-aa35-f52fcdd5f9fb.png,kanari3333,https://fortee.jp/iosdc-japan-2019/proposal/dcb2e329-3575-43ee-a17d-bf255791df44,,,False,,
脱 cocoapods-keys のやり方、そして 脱 cocoapods-keys することによるその効果。,中川泰夫,LT_R,"iOS アプリを作るにあたって、内製、他サービス問わず、 API や SDK を利用することが多くなった今日このごろ。
利用するものそれぞれに Sandbox 環境と Production 環境があり、 iOS アプリ側に設定しなければならない値も違うことがよくあります。
また、それらの API や SDK で利用する認証情報は GitHub といった外部でホスティングされているサービスへアップロードせずに共有する必要があります。

私が今関わっているプロジェクトでは cocoapods-keys を利用して、上記の課題を解決していたのですが、管理している設定値の一つに内製の API の向き先が含まれており、その向き先が頻繁に変わるため、変わるたびに pod update を打たされ、その都度、 Pods プロジェクトが再読込されて、フルビルドが走り、 Break Time に突入します。

適度の休憩は大切だけど、この待ち時間を減らせたら、より多くの時間を開発に回せるはず！
本 LT ではどうやって脱 cocoapods-keys をしたか、その効果についてお話します。",https://fortee.jp/files/iosdc-japan-2019/speaker/f9b8edfa-9c71-43ea-abe1-d0871b82e57b.png,ynakagawa33,https://fortee.jp/iosdc-japan-2019/proposal/b2758d15-ed9a-46dd-a09e-87e0126d2163,,,False,,
Appleと、私たちと、音声操作。,akatsuki174,LT,"Appleは古くからアクセシビリティ対応に力を入れています。その中でも特に音声に関する機能強化はよく耳にすると思います。iOSアプリの外に目を向けてみても、スマートスピーカーが徐々に一般家庭に進出しており、音声技術の発達とその活用法が期待されるところとなっています。そう、いまや音声技術は特定の誰かのためだけでなく、すべての人のための技術と言うことができます。

このトークでは音声操作対応をまだやったことがない人、そもそも対応方法がわからない人に向けて、次のことを紹介します。

・Siri、VoiceOver、VoiceControlとは何なのか
・音声操作対応はユーザ体験をどこまで変えるか
・特別な実装が必要ないケース/あるケース",https://fortee.jp/files/iosdc-japan-2019/speaker/04c7a269-1283-42f2-86b8-afca89cc26f2.jpg,akatsuki174,https://fortee.jp/iosdc-japan-2019/proposal/c6fbc89f-c84b-4c65-96f3-bc858a23239a,,,False,,
